participant_id,n_windows,classical_MAE,foundation_MAE,oracle_MAE,mean_error_gap_classical_minus_foundation,median_error_gap_classical_minus_foundation,classical_win_rate,foundation_win_rate,tie_rate,oracle_gain_vs_best_single_MAE
P16,1504,10.624072518976911,7.296121143162182,5.549596904436268,3.3279513758147266,0.23801839869967267,0.4621010638297872,0.5378989361702128,0.0,1.7465242387259137
P17,1506,6.962565144649455,4.2957413516586636,2.936949245232428,2.6668237929907908,0.21508688632924594,0.4628154050464807,0.5371845949535192,0.0,1.3587921064262356
P07,1490,8.686032179260987,7.3511663349247325,5.335267295489461,1.3348658443362549,0.37000708339490274,0.43221476510067114,0.5677852348993289,0.0,2.015899039435271
P04,1563,7.994091679565628,7.65618875357277,5.171914133712657,0.3379029259928569,-0.22845511763647197,0.5303902751119641,0.4696097248880358,0.0,2.4842746198601127
P18,1566,5.176650774616882,7.441595526015931,3.5146825152112373,-2.26494475139905,-1.988285430577008,0.7260536398467433,0.2739463601532567,0.0,1.6619682594056449
