motion_intensity_bin,n_windows,classical_MAE,foundation_MAE,oracle_MAE,mean_error_gap_classical_minus_foundation,median_error_gap_classical_minus_foundation,classical_win_rate,foundation_win_rate,tie_rate,oracle_gain_vs_best_single_MAE
high_motion,2543,16.846245194546164,13.012855936604838,8.904256395833194,3.833389257941324,0.16234559798859394,0.4899724734565474,0.5100275265434526,0.0,4.108599540771644
low_motion,2543,2.723891784900866,2.9962657575856375,1.9294231936761845,-0.27237397268477215,-0.13456528694101166,0.5328352339756194,0.4671647660243807,0.0,0.7944685912246816
mid_motion,2543,4.027116867070207,4.445519331970321,2.657033028534335,-0.41840246490011357,-0.3391480581319257,0.5509241053873378,0.44907589461266223,0.0,1.370083838535872
