hr_range,n_windows,classical_MAE,foundation_MAE,oracle_MAE,mean_error_gap_classical_minus_foundation,median_error_gap_classical_minus_foundation,classical_win_rate,foundation_win_rate,tie_rate,oracle_gain_vs_best_single_MAE
>=130,525,33.605914898749326,23.579674692194907,17.99341907312395,10.026240206554407,6.709965600095813,0.3942857142857143,0.6057142857142858,0.0,5.586255619070958
110-130,165,23.989375002902868,14.361934854468258,11.062895052401988,9.627440148434607,6.797481502260638,0.37575757575757573,0.6242424242424243,0.0,3.29903980206627
90-110,1880,8.782703724634512,6.349770778424866,4.3999151903683575,2.4329329462096445,0.14564009610176498,0.4808510638297872,0.5191489361702127,0.0,1.9498555880565087
70-90,3443,4.437156778420091,4.309408211109475,2.7033674133001644,0.12774856731061582,0.12108212738485236,0.4742956723787395,0.5257043276212605,0.0,1.6060407978093107
<70,1616,4.095204544528289,6.492724090871688,3.375881762848872,-2.3975195463434,-1.8355880848263872,0.7400990099009901,0.2599009900990099,0.0,0.7193227816794168
