dataset,model_name,preprocessing_mode,inversion,normalization_strategy,probe_type,regressor_type,activity,MAE,RMSE,median_absolute_error,p95_absolute_error,catastrophic_error_rate_20bpm,n_windows,n_participants
GalaxyPPG,pulseppg,harmonized,True,per_window_zscore,ridge,ridge,adaptation,3.6347193855364135,4.705629638988458,2.9641295620207018,9.167357578690362,0.002702702702702703,740,5
GalaxyPPG,pulseppg,model_faithful,True,per_window_zscore,ridge,ridge,adaptation,3.6347193855364135,4.705629638988458,2.9641295620207018,9.167357578690362,0.002702702702702703,740,5
GalaxyPPG,pulseppg,model_faithful,True,none,ridge,ridge,adaptation,3.636260378891829,4.707550822278624,2.966119351172253,9.176502552445239,0.002702702702702703,740,5
GalaxyPPG,pulseppg,model_faithful,True,causal_running_zscore,NA,random_forest,rest-1,3.6541236409828435,4.443051861188595,3.5300028007216184,8.209288210359528,0.0,279,5
GalaxyPPG,peak_based,harmonized,True,NA,NA,classical_peak,mobile-typing,3.724462748536437,6.287821874918426,2.372166578828569,11.663998139725704,0.02558139534883721,430,5
GalaxyPPG,pulseppg,harmonized,True,per_window_zscore,NA,random_forest,rest-3,3.7414375882757587,5.725439458507169,2.503571618154865,12.076457886713232,0.0176678445229682,283,5
GalaxyPPG,pulseppg,harmonized,False,per_window_zscore,ridge,ridge,adaptation,3.7590675024475453,4.964585265477419,2.9917821908027413,10.598476255808592,0.002702702702702703,740,5
GalaxyPPG,peak_based,harmonized,False,NA,NA,classical_peak,meditation-2,3.7600028320006778,6.291527012130467,2.2865853658999953,12.913531861635072,0.019151846785225718,731,5
GalaxyPPG,pulseppg,model_faithful,True,person_specific_zscore,linear,linear,adaptation,3.761194175353715,4.842407416923207,2.9883451858546906,9.383023844411468,0.0013513513513513514,740,5
GalaxyPPG,pulseppg,model_faithful,True,causal_running_zscore,linear,linear,adaptation,3.764336573466244,4.84723203704054,2.9911167615417966,9.390586315409537,0.0013513513513513514,740,5
GalaxyPPG,pulseppg,harmonized,True,per_window_zscore,linear,linear,adaptation,3.7644013614598038,4.845623989489812,3.0035856060460944,9.397163019826506,0.002702702702702703,740,5
GalaxyPPG,pulseppg,model_faithful,True,per_window_zscore,linear,linear,adaptation,3.7644013614598038,4.845623989489812,3.0035856060460944,9.397163019826506,0.002702702702702703,740,5
GalaxyPPG,pulseppg,model_faithful,True,none,linear,linear,adaptation,3.7659323902073623,4.847556539133802,3.002171243879097,9.394592295339201,0.002702702702702703,740,5
GalaxyPPG,pulseppg,model_faithful,True,causal_running_zscore,NA,random_forest,rest-3,3.7852369109334987,5.768050692030346,2.736618794711731,11.688181225291194,0.0176678445229682,283,5
GalaxyPPG,peak_based,harmonized,True,NA,NA,classical_peak,rest-2,3.8022361979490755,6.782910711294163,2.0068807339000045,13.934737465327373,0.031578947368421054,285,5
GalaxyPPG,peak_based,harmonized,False,NA,NA,classical_peak,rest-3,3.909247132629855,7.458264298907203,1.8410860749470572,12.637464348292623,0.03180212014134275,283,5
GalaxyPPG,pulseppg,model_faithful,True,causal_running_zscore,ridge,ridge,baseline,3.9310200330235183,5.194865026819668,3.182515531662503,10.420972155034917,0.0,427,5
GalaxyPPG,pulseppg,harmonized,True,per_window_zscore,ridge,ridge,baseline,3.93393650235331,5.196571391147352,3.176475032641406,10.397309587896242,0.0,427,5
GalaxyPPG,pulseppg,model_faithful,True,per_window_zscore,ridge,ridge,baseline,3.93393650235331,5.196571391147352,3.176475032641406,10.397309587896242,0.0,427,5
GalaxyPPG,pulseppg,model_faithful,True,person_specific_zscore,ridge,ridge,baseline,3.9351587107481225,5.198040002610195,3.1780271213578146,10.458471392095461,0.0,427,5
GalaxyPPG,pulseppg,model_faithful,True,none,ridge,ridge,baseline,3.935608745032952,5.198338693960352,3.1755213583249997,10.412279222906012,0.0,427,5
GalaxyPPG,pulseppg,model_faithful,True,causal_running_zscore,linear,linear,baseline,3.990633352419514,5.273012683425745,3.111865521137503,10.85178163718976,0.0,427,5
GalaxyPPG,pulseppg,harmonized,True,per_window_zscore,linear,linear,baseline,3.9923663924472925,5.274618416306496,3.1384010951570502,10.8308564968089,0.0,427,5
GalaxyPPG,pulseppg,model_faithful,True,per_window_zscore,linear,linear,baseline,3.9923663924472925,5.274618416306496,3.1384010951570502,10.8308564968089,0.0,427,5
GalaxyPPG,pulseppg,model_faithful,True,person_specific_zscore,linear,linear,baseline,3.9930986445111634,5.275314629490058,3.1590402273312463,10.802755147931949,0.0,427,5
GalaxyPPG,pulseppg,model_faithful,True,none,linear,linear,baseline,3.994149347930619,5.276287020474321,3.1376610438875048,10.828945333478822,0.0,427,5
GalaxyPPG,peak_based,harmonized,True,NA,NA,classical_peak,rest-3,3.999353701375275,6.629405701790237,2.1520803443470555,13.319139929976144,0.028268551236749116,283,5
GalaxyPPG,pulseppg,harmonized,False,per_window_zscore,ridge,ridge,baseline,4.054043395673666,5.412923726883406,3.003147110192188,11.049736874996796,0.00468384074941452,427,5
GalaxyPPG,peak_based,harmonized,False,NA,NA,classical_peak,tsst-prep,4.232227468925516,6.9069504227201755,2.4164352632954547,16.99650220913785,0.03953488372093023,430,5
GalaxyPPG,pulseppg,harmonized,True,per_window_zscore,NA,random_forest,meditation-2,4.260817380600086,5.559558071624135,3.287836792764807,11.376456333414083,0.0013679890560875513,731,5
GalaxyPPG,pulseppg,harmonized,False,per_window_zscore,ridge,ridge,screen-reading,4.285864557094037,5.611872241560275,3.5709006517878876,11.23108249526492,0.004672897196261682,428,5
GalaxyPPG,pulseppg,harmonized,True,per_window_zscore,ridge,ridge,screen-reading,4.304584860762858,5.716448728354632,3.355205791891798,11.505917860537538,0.004672897196261682,428,5
GalaxyPPG,pulseppg,model_faithful,True,per_window_zscore,ridge,ridge,screen-reading,4.304584860762858,5.716448728354632,3.355205791891798,11.505917860537538,0.004672897196261682,428,5
GalaxyPPG,pulseppg,model_faithful,True,none,ridge,ridge,screen-reading,4.3057294566638555,5.716856426102132,3.366593798382816,11.493000151186953,0.004672897196261682,428,5
GalaxyPPG,pulseppg,model_faithful,True,person_specific_zscore,ridge,ridge,screen-reading,4.311523233260528,5.7255908375043125,3.3702708110728494,11.545283597141172,0.004672897196261682,428,5
GalaxyPPG,pulseppg,model_faithful,True,causal_running_zscore,ridge,ridge,screen-reading,4.312164691397372,5.725892041979855,3.3486265000429682,11.53423439777774,0.004672897196261682,428,5
GalaxyPPG,pulseppg,model_faithful,True,causal_running_zscore,NA,random_forest,meditation-2,4.3502897405943575,5.634470682714567,3.4315839864541857,11.57286846109647,0.0,731,5
GalaxyPPG,peak_based,harmonized,True,NA,NA,classical_peak,meditation-2,4.408903644103006,7.138284619617098,2.665651180476914,14.930232979499614,0.030095759233926128,731,5
GalaxyPPG,pulseppg,harmonized,True,per_window_zscore,linear,linear,screen-reading,4.424417240047742,5.8999014421573355,3.507876294633597,12.02591114467808,0.002336448598130841,428,5
GalaxyPPG,pulseppg,model_faithful,True,per_window_zscore,linear,linear,screen-reading,4.424417240047742,5.8999014421573355,3.507876294633597,12.02591114467808,0.002336448598130841,428,5
GalaxyPPG,pulseppg,model_faithful,True,none,linear,linear,screen-reading,4.425634534730851,5.899934647739473,3.512949761200005,12.032742886011087,0.002336448598130841,428,5
GalaxyPPG,pulseppg,harmonized,True,per_window_zscore,NA,random_forest,tsst-prep,4.426967991593948,6.217274000743517,2.8204169746050596,13.784244595573506,0.009302325581395349,430,5
GalaxyPPG,pulseppg,model_faithful,True,person_specific_zscore,linear,linear,screen-reading,4.432335271206393,5.908766949759268,3.5160892867964826,12.007420162622417,0.002336448598130841,428,5
GalaxyPPG,pulseppg,model_faithful,True,causal_running_zscore,linear,linear,screen-reading,4.433027222906995,5.909532802567451,3.51426762693594,12.038349728052106,0.002336448598130841,428,5
GalaxyPPG,pulseppg,model_faithful,True,causal_running_zscore,NA,random_forest,rest-2,4.452284118086094,5.74330644954871,3.849958164053646,12.221617803189531,0.0035087719298245615,285,5
GalaxyPPG,pulseppg,harmonized,True,per_window_zscore,NA,random_forest,rest-2,4.511173176553713,5.897464771913513,3.730813035255295,12.548932319796345,0.0,285,5
GalaxyPPG,pulseppg,model_faithful,True,causal_running_zscore,NA,random_forest,tsst-prep,4.5229559229527005,6.283616304127937,3.0402743039040203,13.74960002805269,0.011627906976744186,430,5
GalaxyPPG,pulseppg,harmonized,False,per_window_zscore,ridge,ridge,meditation-1,4.742875535780292,6.4874045578419555,3.6956086338972653,13.85064557161999,0.013605442176870748,735,5
GalaxyPPG,peak_based,harmonized,True,NA,NA,classical_peak,tsst-prep,4.923936854530837,7.690780724603386,2.7814337087,19.36037749315226,0.044186046511627906,430,5
GalaxyPPG,pulseppg,harmonized,True,per_window_zscore,ridge,ridge,meditation-1,4.941826078941549,6.51793831467889,3.9386647541984416,12.95892559838195,0.009523809523809525,735,5
GalaxyPPG,pulseppg,model_faithful,True,per_window_zscore,ridge,ridge,meditation-1,4.941826078941549,6.51793831467889,3.9386647541984416,12.95892559838195,0.009523809523809525,735,5
GalaxyPPG,pulseppg,model_faithful,True,none,ridge,ridge,meditation-1,4.942352156146381,6.519829287652043,3.9397991088000026,12.974175612465155,0.009523809523809525,735,5
GalaxyPPG,pulseppg,model_faithful,True,person_specific_zscore,ridge,ridge,meditation-1,4.945742965289862,6.523203019082229,3.94332388907344,12.998145121391483,0.009523809523809525,735,5
GalaxyPPG,pulseppg,model_faithful,True,causal_running_zscore,ridge,ridge,meditation-1,4.94745436823483,6.524115099428313,3.9509412589507775,12.93854152477453,0.009523809523809525,735,5
GalaxyPPG,pulseppg,model_faithful,True,none,ridge,ridge,rest-2,4.955859090246724,6.7065642898280675,3.494119766771874,15.63473740800766,0.007017543859649123,285,5
GalaxyPPG,pulseppg,harmonized,True,per_window_zscore,ridge,ridge,rest-2,4.956727208265159,6.707438452360486,3.497232559740624,15.633495342577973,0.007017543859649123,285,5
GalaxyPPG,pulseppg,model_faithful,True,per_window_zscore,ridge,ridge,rest-2,4.956727208265159,6.707438452360486,3.497232559740624,15.633495342577973,0.007017543859649123,285,5
GalaxyPPG,pulseppg,model_faithful,True,causal_running_zscore,ridge,ridge,rest-2,4.957378838867544,6.711799247371275,3.5198480107171974,15.708725750292816,0.007017543859649123,285,5
GalaxyPPG,pulseppg,model_faithful,True,person_specific_zscore,ridge,ridge,rest-2,4.964771762323034,6.717267431972052,3.5146525471695327,15.614882671679533,0.007017543859649123,285,5
GalaxyPPG,pulseppg,harmonized,True,per_window_zscore,NA,random_forest,mobile-typing,4.965808711609516,6.87380396362263,3.056489553911767,14.57802940586054,0.0069767441860465115,430,5
GalaxyPPG,pulseppg,model_faithful,True,causal_running_zscore,ridge,ridge,rest-1,5.014530775659979,6.277802124632824,4.15889947198437,12.697517024979632,0.0,279,5
GalaxyPPG,pulseppg,model_faithful,True,none,linear,linear,rest-2,5.016297558678903,6.765429372263667,3.6747000557750056,15.166941082324064,0.007017543859649123,285,5
GalaxyPPG,pulseppg,harmonized,True,per_window_zscore,linear,linear,rest-2,5.017331662875551,6.766281160243796,3.673181806263287,15.169788372363126,0.007017543859649123,285,5
GalaxyPPG,pulseppg,model_faithful,True,per_window_zscore,linear,linear,rest-2,5.017331662875551,6.766281160243796,3.673181806263287,15.169788372363126,0.007017543859649123,285,5
GalaxyPPG,pulseppg,model_faithful,True,causal_running_zscore,NA,random_forest,mobile-typing,5.017529804940302,6.969064243406892,3.176717674883406,15.204588972841837,0.0069767441860465115,430,5
GalaxyPPG,pulseppg,harmonized,True,per_window_zscore,ridge,ridge,rest-1,5.018923843925722,6.286537619451721,4.1835213160367175,12.73676644514565,0.0,279,5
GalaxyPPG,pulseppg,model_faithful,True,per_window_zscore,ridge,ridge,rest-1,5.018923843925722,6.286537619451721,4.1835213160367175,12.73676644514565,0.0,279,5
GalaxyPPG,pulseppg,model_faithful,True,none,ridge,ridge,rest-1,5.018948031020572,6.286816421600989,4.17906061243437,12.742881023392728,0.0,279,5
GalaxyPPG,pulseppg,model_faithful,True,causal_running_zscore,linear,linear,rest-2,5.01988457133962,6.771912004611007,3.7180350167125056,15.251789104784997,0.007017543859649123,285,5
GalaxyPPG,pulseppg,model_faithful,True,person_specific_zscore,linear,linear,rest-2,5.024986169222306,6.775821676474951,3.6572745186656306,15.1700904774947,0.007017543859649123,285,5
GalaxyPPG,pulseppg,model_faithful,True,person_specific_zscore,ridge,ridge,rest-1,5.0256069747710965,6.291594237603796,4.162515804992182,12.731436931595846,0.0,279,5
GalaxyPPG,pulseppg,harmonized,True,per_window_zscore,linear,linear,meditation-1,5.061627200783505,6.648116552213348,4.048578926364058,13.20657099569968,0.009523809523809525,735,5
GalaxyPPG,pulseppg,model_faithful,True,per_window_zscore,linear,linear,meditation-1,5.061627200783505,6.648116552213348,4.048578926364058,13.20657099569968,0.009523809523809525,735,5
GalaxyPPG,pulseppg,model_faithful,True,none,linear,linear,meditation-1,5.062301986994377,6.650388603585515,4.05925203288281,13.191274822603976,0.009523809523809525,735,5
GalaxyPPG,pulseppg,model_faithful,True,person_specific_zscore,linear,linear,meditation-1,5.0662558402642,6.653942620265144,4.066191311122651,13.180304516207492,0.009523809523809525,735,5
GalaxyPPG,pulseppg,model_faithful,True,causal_running_zscore,linear,linear,meditation-1,5.068139129467727,6.655076481977574,4.049196490890623,13.154871011588508,0.009523809523809525,735,5
GalaxyPPG,pulseppg,model_faithful,True,causal_running_zscore,linear,linear,rest-1,5.098189474324756,6.3833031842510115,4.107849735682038,12.93292965213312,0.0035842293906810036,279,5
GalaxyPPG,pulseppg,harmonized,False,per_window_zscore,ridge,ridge,rest-1,5.099743155441521,6.555365356117082,4.183109265834375,12.022797339536552,0.007168458781362007,279,5
GalaxyPPG,pulseppg,model_faithful,True,none,linear,linear,rest-1,5.102915690222226,6.39267645684566,4.08077664919297,12.988283961215151,0.0035842293906810036,279,5
GalaxyPPG,pulseppg,harmonized,True,per_window_zscore,linear,linear,rest-1,5.102970832423203,6.39245003311583,4.074139075950782,12.980494730868472,0.0035842293906810036,279,5
GalaxyPPG,pulseppg,model_faithful,True,per_window_zscore,linear,linear,rest-1,5.102970832423203,6.39245003311583,4.074139075950782,12.980494730868472,0.0035842293906810036,279,5
GalaxyPPG,pulseppg,model_faithful,True,person_specific_zscore,linear,linear,rest-1,5.108937524838393,6.39787546697746,4.08425565309922,12.970775645175113,0.0035842293906810036,279,5
GalaxyPPG,pulseppg,model_faithful,True,causal_running_zscore,NA,random_forest,tsst-speech,5.180733340135071,7.248083994749776,3.853454430779209,15.509127491354313,0.034482758620689655,435,5
GalaxyPPG,pulseppg,harmonized,True,per_window_zscore,NA,random_forest,tsst-speech,5.195081806246757,7.371506888823885,3.652633345009747,16.162776139493403,0.0367816091954023,435,5
GalaxyPPG,pulseppg,harmonized,False,per_window_zscore,ridge,ridge,rest-3,5.264159019060711,7.271294219549502,3.9435790110527265,13.869554659042576,0.02120141342756184,283,5
GalaxyPPG,pulseppg,harmonized,True,per_window_zscore,ridge,ridge,rest-3,5.3359136344644185,7.357275051977088,3.92514928746796,15.231726808520623,0.02120141342756184,283,5
GalaxyPPG,pulseppg,model_faithful,True,per_window_zscore,ridge,ridge,rest-3,5.3359136344644185,7.357275051977088,3.92514928746796,15.231726808520623,0.02120141342756184,283,5
GalaxyPPG,pulseppg,model_faithful,True,none,ridge,ridge,rest-3,5.336797875898792,7.358110481029395,3.9283307449875053,15.244908113452263,0.02120141342756184,283,5
GalaxyPPG,pulseppg,model_faithful,True,person_specific_zscore,ridge,ridge,rest-3,5.34552838346974,7.369086789695998,3.950278070723442,15.177562684985467,0.02120141342756184,283,5
GalaxyPPG,pulseppg,model_faithful,True,causal_running_zscore,ridge,ridge,rest-3,5.345867055797651,7.368877530750134,3.9557506058562524,15.16843258854992,0.02120141342756184,283,5
GalaxyPPG,pulseppg,harmonized,False,per_window_zscore,ridge,ridge,rest-2,5.351590207785008,7.075878466203127,4.283180034295313,14.412673792170626,0.014035087719298246,285,5
GalaxyPPG,pulseppg,model_faithful,True,person_specific_zscore,ridge,ridge,meditation-2,5.404423243986455,7.220848994859952,4.24024912385039,14.079838675185158,0.02188782489740082,731,5
GalaxyPPG,pulseppg,harmonized,True,per_window_zscore,ridge,ridge,meditation-2,5.404584169382864,7.219063787988438,4.248975273093748,14.045468364860156,0.02188782489740082,731,5
GalaxyPPG,pulseppg,model_faithful,True,per_window_zscore,ridge,ridge,meditation-2,5.404584169382864,7.219063787988438,4.248975273093748,14.045468364860156,0.02188782489740082,731,5
GalaxyPPG,pulseppg,model_faithful,True,none,ridge,ridge,meditation-2,5.405530384508102,7.2206812308649395,4.255704399070311,14.030438457633593,0.02188782489740082,731,5
GalaxyPPG,pulseppg,model_faithful,True,causal_running_zscore,ridge,ridge,meditation-2,5.408086606516883,7.224616536531316,4.246041900112502,13.982888144179299,0.02188782489740082,731,5
GalaxyPPG,pulseppg,harmonized,False,per_window_zscore,ridge,ridge,meditation-2,5.424276363982107,7.583487422941031,3.747024921334372,17.065798051472264,0.027359781121751026,731,5
GalaxyPPG,pulseppg,harmonized,True,per_window_zscore,linear,linear,rest-3,5.451556110264766,7.485524525179436,4.044148102985943,15.265060336334752,0.0176678445229682,283,5
GalaxyPPG,pulseppg,model_faithful,True,per_window_zscore,linear,linear,rest-3,5.451556110264766,7.485524525179436,4.044148102985943,15.265060336334752,0.0176678445229682,283,5
GalaxyPPG,pulseppg,model_faithful,True,none,linear,linear,rest-3,5.452039970240197,7.486531062205427,4.042103425251568,15.252429110748816,0.0176678445229682,283,5
GalaxyPPG,pulseppg,model_faithful,True,person_specific_zscore,linear,linear,rest-3,5.461697486193117,7.497173167989087,4.058582917439068,15.319907290680455,0.0176678445229682,283,5
GalaxyPPG,pulseppg,model_faithful,True,causal_running_zscore,linear,linear,rest-3,5.465093065804054,7.498532143685648,4.049275056110943,15.407095798259242,0.0176678445229682,283,5
GalaxyPPG,pulseppg,harmonized,True,per_window_zscore,linear,linear,meditation-2,5.5211986018888215,7.401434771316132,4.253282487093756,14.528099449987103,0.023255813953488372,731,5
GalaxyPPG,pulseppg,model_faithful,True,per_window_zscore,linear,linear,meditation-2,5.5211986018888215,7.401434771316132,4.253282487093756,14.528099449987103,0.023255813953488372,731,5
GalaxyPPG,pulseppg,model_faithful,True,person_specific_zscore,linear,linear,meditation-2,5.5214872030300235,7.402974918121373,4.257023540467955,14.509017001930467,0.023255813953488372,731,5
GalaxyPPG,pulseppg,model_faithful,True,none,linear,linear,meditation-2,5.522152479725329,7.40290091978202,4.2542743083828185,14.544884117955853,0.023255813953488372,731,5
GalaxyPPG,pulseppg,model_faithful,True,causal_running_zscore,linear,linear,meditation-2,5.526367433188319,7.407710554404298,4.249419214279683,14.497391136998822,0.023255813953488372,731,5
GalaxyPPG,pulseppg,model_faithful,True,none,ridge,ridge,tsst-prep,5.560279334347413,7.538158672603354,4.106908680449216,17.13399682110816,0.020930232558139535,430,5
GalaxyPPG,pulseppg,harmonized,True,per_window_zscore,ridge,ridge,tsst-prep,5.561422270876529,7.539754935788341,4.099403438947263,17.134245539369875,0.020930232558139535,430,5
GalaxyPPG,pulseppg,model_faithful,True,per_window_zscore,ridge,ridge,tsst-prep,5.561422270876529,7.539754935788341,4.099403438947263,17.134245539369875,0.020930232558139535,430,5
GalaxyPPG,pulseppg,model_faithful,True,causal_running_zscore,ridge,ridge,tsst-prep,5.562572366616558,7.539009945342449,4.102161738344911,17.136649734923555,0.023255813953488372,430,5
GalaxyPPG,pulseppg,model_faithful,True,person_specific_zscore,ridge,ridge,tsst-prep,5.5632254339170455,7.545011841200392,4.103935135248435,17.12755036419898,0.023255813953488372,430,5
GalaxyPPG,pulseppg,harmonized,False,per_window_zscore,ridge,ridge,tsst-prep,5.702497641928303,7.796549965465983,4.305294041257426,15.559745627907533,0.030232558139534883,430,5
GalaxyPPG,spectral,harmonized,False,NA,NA,classical_spectral,adaptation,5.703584343596757,9.033214617867797,4.0748429454,16.957906259349965,0.04864864864864865,740,5
GalaxyPPG,spectral,harmonized,True,NA,NA,classical_spectral,adaptation,5.703584343596757,9.033214617867797,4.0748429454,16.957906259349965,0.04864864864864865,740,5
GalaxyPPG,pulseppg,model_faithful,True,none,linear,linear,tsst-prep,5.725287500862097,7.728097024249556,4.068127000857032,17.374769738511446,0.02558139534883721,430,5
GalaxyPPG,pulseppg,harmonized,True,per_window_zscore,linear,linear,tsst-prep,5.72609321191921,7.729622309488409,4.073681200075789,17.399208596543666,0.02558139534883721,430,5
GalaxyPPG,pulseppg,model_faithful,True,per_window_zscore,linear,linear,tsst-prep,5.72609321191921,7.729622309488409,4.073681200075789,17.399208596543666,0.02558139534883721,430,5
GalaxyPPG,pulseppg,model_faithful,True,causal_running_zscore,linear,linear,tsst-prep,5.727464069915906,7.730056013554954,4.12696445646133,17.276056150921512,0.02558139534883721,430,5
GalaxyPPG,pulseppg,model_faithful,True,person_specific_zscore,linear,linear,tsst-prep,5.728485975577176,7.735241695120832,4.131915104664849,17.35733886082588,0.02558139534883721,430,5
GalaxyPPG,pulseppg,model_faithful,True,none,ridge,ridge,mobile-typing,6.014512428680951,7.831126449805178,4.714036491994925,16.695824441647826,0.01627906976744186,430,5
GalaxyPPG,pulseppg,harmonized,True,per_window_zscore,ridge,ridge,mobile-typing,6.016193831907581,7.832228107324878,4.7111106191921905,16.699434671140015,0.01627906976744186,430,5
GalaxyPPG,pulseppg,model_faithful,True,per_window_zscore,ridge,ridge,mobile-typing,6.016193831907581,7.832228107324878,4.7111106191921905,16.699434671140015,0.01627906976744186,430,5
GalaxyPPG,pulseppg,model_faithful,True,person_specific_zscore,ridge,ridge,mobile-typing,6.02274378376395,7.835435716771972,4.696737126165232,16.694783029294314,0.01627906976744186,430,5
GalaxyPPG,pulseppg,model_faithful,True,causal_running_zscore,ridge,ridge,mobile-typing,6.023337330247766,7.839910351666988,4.724075051110546,16.70726115942725,0.013953488372093023,430,5
GalaxyPPG,pulseppg,model_faithful,True,none,linear,linear,mobile-typing,6.100791870930668,7.946615932229233,4.89574695736836,16.990430888371794,0.023255813953488372,430,5
GalaxyPPG,pulseppg,harmonized,True,per_window_zscore,linear,linear,mobile-typing,6.102229798886473,7.947700235946703,4.887530099458203,16.999542674260464,0.023255813953488372,430,5
GalaxyPPG,pulseppg,model_faithful,True,per_window_zscore,linear,linear,mobile-typing,6.102229798886473,7.947700235946703,4.887530099458203,16.999542674260464,0.023255813953488372,430,5
GalaxyPPG,pulseppg,model_faithful,True,person_specific_zscore,linear,linear,mobile-typing,6.10810006564675,7.951399894475633,4.883742105073438,16.97192579193625,0.023255813953488372,430,5
GalaxyPPG,pulseppg,model_faithful,True,causal_running_zscore,linear,linear,mobile-typing,6.1098563336712495,7.956677810152095,4.897955419975389,17.127830846586594,0.02558139534883721,430,5
GalaxyPPG,pulseppg,harmonized,True,per_window_zscore,NA,random_forest,ssst-prep,6.1236538547217645,7.864930079876363,5.072319423835772,17.150081875589684,0.037037037037037035,54,5
GalaxyPPG,peak_based,harmonized,False,NA,NA,classical_peak,standing,6.129242153459911,12.783215825140632,2.3195876288999955,35.065055165969895,0.08624708624708624,429,5
GalaxyPPG,pulseppg,model_faithful,True,causal_running_zscore,NA,random_forest,ssst-prep,6.136356674081745,7.898824456722199,4.817467276288731,16.99537445462281,0.018518518518518517,54,5
GalaxyPPG,pulseppg,model_faithful,True,causal_running_zscore,NA,random_forest,standing,6.1859384269509485,8.30687066431127,4.365286053062434,16.504384133811072,0.02564102564102564,429,5
GalaxyPPG,peak_based,harmonized,True,NA,NA,classical_peak,standing,6.216483430405665,12.669974565252636,2.3983842464470513,40.43432828704615,0.09090909090909091,429,5
GalaxyPPG,pulseppg,harmonized,True,per_window_zscore,NA,random_forest,standing,6.2860564482944215,8.316462434436062,4.578579898099548,15.715936004074058,0.027972027972027972,429,5
GalaxyPPG,spectral,harmonized,False,NA,NA,classical_spectral,baseline,6.342268098419673,11.585575125098051,3.947368421099995,32.53100679261,0.06088992974238876,427,5
GalaxyPPG,spectral,harmonized,True,NA,NA,classical_spectral,baseline,6.342268098419673,11.585575125098051,3.947368421099995,32.53100679261,0.06088992974238876,427,5
GalaxyPPG,papagei,harmonized,True,per_window_zscore,NA,random_forest,tsst-speech,6.389163476999466,8.36617603652386,5.202412986551522,15.911395304208789,0.034482758620689655,435,5
GalaxyPPG,papagei,model_faithful,True,per_window_zscore,NA,random_forest,tsst-speech,6.389163476999466,8.36617603652386,5.202412986551522,15.911395304208789,0.034482758620689655,435,5
GalaxyPPG,papagei,harmonized,True,per_window_zscore,NA,random_forest,adaptation,6.5530120753900025,7.797626327100827,6.341938568141266,13.586675409719403,0.002702702702702703,740,5
GalaxyPPG,papagei,model_faithful,True,per_window_zscore,NA,random_forest,adaptation,6.5530120753900025,7.797626327100827,6.341938568141266,13.586675409719403,0.002702702702702703,740,5
GalaxyPPG,papagei,harmonized,True,per_window_zscore,NA,random_forest,meditation-1,6.612837800155073,8.221936273132107,5.522313518720537,15.735539386330792,0.0163265306122449,735,5
GalaxyPPG,papagei,model_faithful,True,per_window_zscore,NA,random_forest,meditation-1,6.612837800155073,8.221936273132107,5.522313518720537,15.735539386330792,0.0163265306122449,735,5
GalaxyPPG,papagei,harmonized,True,per_window_zscore,ridge,ridge,adaptation,6.799454719589596,8.26169776262992,6.220653801146874,15.293398576789983,0.00945945945945946,740,5
GalaxyPPG,papagei,model_faithful,True,per_window_zscore,ridge,ridge,adaptation,6.799454719589596,8.26169776262992,6.220653801146874,15.293398576789983,0.00945945945945946,740,5
GalaxyPPG,pulseppg,harmonized,False,per_window_zscore,ridge,ridge,standing,6.821068177398259,9.011935322893692,5.005051573432809,18.39048052884719,0.039627039627039624,429,5
GalaxyPPG,papagei,harmonized,True,per_window_zscore,linear,linear,tsst-speech,6.855590485824767,9.138553164104833,5.3576537841906315,17.539060093281797,0.03218390804597701,435,5
GalaxyPPG,papagei,model_faithful,True,per_window_zscore,linear,linear,tsst-speech,6.855590485824767,9.138553164104833,5.3576537841906315,17.539060093281797,0.03218390804597701,435,5
GalaxyPPG,papagei,harmonized,True,per_window_zscore,ridge,ridge,tsst-speech,6.885496645111902,9.240791110296996,5.37224123073203,17.708196894595535,0.034482758620689655,435,5
GalaxyPPG,papagei,model_faithful,True,per_window_zscore,ridge,ridge,tsst-speech,6.885496645111902,9.240791110296996,5.37224123073203,17.708196894595535,0.034482758620689655,435,5
GalaxyPPG,papagei,harmonized,False,per_window_zscore,ridge,ridge,tsst-speech,6.92635368292028,9.452152234529807,5.717445899655473,18.595654130973642,0.0367816091954023,435,5
GalaxyPPG,papagei,harmonized,True,per_window_zscore,linear,linear,adaptation,6.948915543572279,8.409956008973719,6.236941203076952,15.695947139566947,0.008108108108108109,740,5
GalaxyPPG,papagei,model_faithful,True,per_window_zscore,linear,linear,adaptation,6.948915543572279,8.409956008973719,6.236941203076952,15.695947139566947,0.008108108108108109,740,5
GalaxyPPG,pulseppg,harmonized,True,per_window_zscore,ridge,ridge,standing,6.994097303306718,8.9542368982853,5.745672394500005,18.206160102836087,0.03263403263403263,429,5
GalaxyPPG,pulseppg,model_faithful,True,per_window_zscore,ridge,ridge,standing,6.994097303306718,8.9542368982853,5.745672394500005,18.206160102836087,0.03263403263403263,429,5
GalaxyPPG,pulseppg,harmonized,False,per_window_zscore,ridge,ridge,mobile-typing,6.995455259194742,9.090999208515372,5.488626257139057,18.451228011880623,0.037209302325581395,430,5
GalaxyPPG,pulseppg,model_faithful,True,none,ridge,ridge,standing,6.996068167982815,8.95587221705531,5.7518522040703175,18.215428291312648,0.03263403263403263,429,5
GalaxyPPG,pulseppg,model_faithful,True,person_specific_zscore,ridge,ridge,standing,6.998216987808304,8.957097791069769,5.765039872889062,18.21766981774906,0.03263403263403263,429,5
