dataset,model_name,preprocessing_mode,inversion,normalization_strategy,probe_type,regressor_type,activity,MAE,RMSE,median_absolute_error,p95_absolute_error,catastrophic_error_rate_20bpm,n_windows,n_participants
GalaxyPPG,pulseppg,model_faithful,True,causal_running_zscore,ridge,ridge,standing,7.002178386415393,8.960645235956948,5.740678886092951,18.20556958769937,0.03263403263403263,429,5
GalaxyPPG,pulseppg,harmonized,True,per_window_zscore,linear,linear,standing,7.081137773206949,9.076233074707012,5.72848176890156,18.55724354472265,0.03496503496503497,429,5
GalaxyPPG,pulseppg,model_faithful,True,per_window_zscore,linear,linear,standing,7.081137773206949,9.076233074707012,5.72848176890156,18.55724354472265,0.03496503496503497,429,5
GalaxyPPG,pulseppg,model_faithful,True,none,linear,linear,standing,7.082396543275991,9.077736139478434,5.725887774760935,18.55735188212499,0.03496503496503497,429,5
GalaxyPPG,pulseppg,model_faithful,True,person_specific_zscore,linear,linear,standing,7.083446261109868,9.078508479851331,5.725682530976556,18.588614089156238,0.03496503496503497,429,5
GalaxyPPG,pulseppg,model_faithful,True,causal_running_zscore,linear,linear,standing,7.088486961173151,9.08251814416779,5.70754977477813,18.70732883319343,0.03496503496503497,429,5
GalaxyPPG,papagei,harmonized,True,per_window_zscore,ridge,ridge,meditation-1,7.1016452497305105,8.707521495571394,5.980800340529683,16.19347022740539,0.010884353741496598,735,5
GalaxyPPG,papagei,model_faithful,True,per_window_zscore,ridge,ridge,meditation-1,7.1016452497305105,8.707521495571394,5.980800340529683,16.19347022740539,0.010884353741496598,735,5
GalaxyPPG,papagei,harmonized,False,per_window_zscore,ridge,ridge,adaptation,7.1388494283667665,8.767153165534069,6.335782680118747,16.24964034892691,0.01756756756756757,740,5
GalaxyPPG,papagei,harmonized,True,per_window_zscore,linear,linear,meditation-1,7.1543330253821065,8.696135205084863,6.220832339851569,15.872937160162326,0.00816326530612245,735,5
GalaxyPPG,papagei,model_faithful,True,per_window_zscore,linear,linear,meditation-1,7.1543330253821065,8.696135205084863,6.220832339851569,15.872937160162326,0.00816326530612245,735,5
GalaxyPPG,papagei,harmonized,True,per_window_zscore,linear,linear,rest-1,7.20186752193492,9.140171306163003,5.9327763478390665,17.549008521448776,0.025089605734767026,279,5
GalaxyPPG,papagei,model_faithful,True,per_window_zscore,linear,linear,rest-1,7.20186752193492,9.140171306163003,5.9327763478390665,17.549008521448776,0.025089605734767026,279,5
GalaxyPPG,peak_based,harmonized,False,NA,NA,classical_peak,tsst-speech,7.238383098476674,11.611412326796925,4.0723981900529225,28.217794323810203,0.09885057471264368,435,5
GalaxyPPG,papagei,harmonized,True,per_window_zscore,ridge,ridge,rest-1,7.248100347861129,9.214392600805787,6.08004822201017,17.73492229247803,0.02867383512544803,279,5
GalaxyPPG,papagei,model_faithful,True,per_window_zscore,ridge,ridge,rest-1,7.248100347861129,9.214392600805787,6.08004822201017,17.73492229247803,0.02867383512544803,279,5
GalaxyPPG,papagei,harmonized,False,per_window_zscore,ridge,ridge,meditation-1,7.3618399449130845,9.34814977511952,5.876806047183209,18.719970233922503,0.024489795918367346,735,5
GalaxyPPG,papagei,harmonized,True,per_window_zscore,NA,random_forest,rest-3,7.372795472842701,9.369006506587997,5.837987828993704,18.04059863361534,0.03180212014134275,283,5
GalaxyPPG,papagei,model_faithful,True,per_window_zscore,NA,random_forest,rest-3,7.372795472842701,9.369006506587997,5.837987828993704,18.04059863361534,0.03180212014134275,283,5
GalaxyPPG,papagei,harmonized,True,per_window_zscore,linear,linear,rest-2,7.4400383301257245,9.28696321856302,6.398774769003907,19.383448418321564,0.0456140350877193,285,5
GalaxyPPG,papagei,model_faithful,True,per_window_zscore,linear,linear,rest-2,7.4400383301257245,9.28696321856302,6.398774769003907,19.383448418321564,0.0456140350877193,285,5
GalaxyPPG,papagei,harmonized,True,per_window_zscore,ridge,ridge,rest-2,7.440677937380841,9.322325757034811,6.539174292666402,19.659899797918442,0.0456140350877193,285,5
GalaxyPPG,papagei,model_faithful,True,per_window_zscore,ridge,ridge,rest-2,7.440677937380841,9.322325757034811,6.539174292666402,19.659899797918442,0.0456140350877193,285,5
GalaxyPPG,pulseppg,harmonized,True,per_window_zscore,ridge,ridge,tsst-speech,7.457505435550289,10.004398545835661,5.768151309557027,20.051662608895544,0.052873563218390804,435,5
GalaxyPPG,pulseppg,model_faithful,True,per_window_zscore,ridge,ridge,tsst-speech,7.457505435550289,10.004398545835661,5.768151309557027,20.051662608895544,0.052873563218390804,435,5
GalaxyPPG,pulseppg,model_faithful,True,none,ridge,ridge,tsst-speech,7.458401933254806,10.00472339491574,5.7902990982851605,20.048569652352572,0.052873563218390804,435,5
GalaxyPPG,pulseppg,model_faithful,True,causal_running_zscore,ridge,ridge,tsst-speech,7.46151627841072,10.009584869042154,5.792637622964847,20.11300764583773,0.05517241379310345,435,5
GalaxyPPG,pulseppg,model_faithful,True,person_specific_zscore,ridge,ridge,tsst-speech,7.464360166275332,10.009724633982275,5.803189075601566,20.03828427752789,0.052873563218390804,435,5
GalaxyPPG,papagei,harmonized,True,per_window_zscore,NA,random_forest,screen-reading,7.5501721295520365,9.189420226325355,6.205683685229587,16.380659647935442,0.02102803738317757,428,5
GalaxyPPG,papagei,model_faithful,True,per_window_zscore,NA,random_forest,screen-reading,7.5501721295520365,9.189420226325355,6.205683685229587,16.380659647935442,0.02102803738317757,428,5
GalaxyPPG,papagei,harmonized,True,per_window_zscore,NA,random_forest,rest-1,7.571097258478719,8.903467370159687,6.936890111123063,16.267427461068902,0.007168458781362007,279,5
GalaxyPPG,papagei,model_faithful,True,per_window_zscore,NA,random_forest,rest-1,7.571097258478719,8.903467370159687,6.936890111123063,16.267427461068902,0.007168458781362007,279,5
GalaxyPPG,pulseppg,model_faithful,True,none,linear,linear,tsst-speech,7.654497969853668,10.274614205506046,5.983463736471876,20.695301018553984,0.06206896551724138,435,5
GalaxyPPG,pulseppg,harmonized,True,per_window_zscore,linear,linear,tsst-speech,7.654673300467729,10.274445772375916,5.976520987448438,20.67374416430593,0.06206896551724138,435,5
GalaxyPPG,pulseppg,model_faithful,True,per_window_zscore,linear,linear,tsst-speech,7.654673300467729,10.274445772375916,5.976520987448438,20.67374416430593,0.06206896551724138,435,5
GalaxyPPG,pulseppg,model_faithful,True,causal_running_zscore,linear,linear,tsst-speech,7.6588419804808,10.280536494656662,5.993683841295308,20.65106124326824,0.06206896551724138,435,5
GalaxyPPG,pulseppg,model_faithful,True,person_specific_zscore,linear,linear,tsst-speech,7.65944126503652,10.279487797400114,5.9459390903187455,20.670747084193245,0.06206896551724138,435,5
GalaxyPPG,papagei,harmonized,True,per_window_zscore,ridge,ridge,rest-3,7.710740554829589,9.794838969004248,6.559189889964841,19.150475127200615,0.04240282685512368,283,5
GalaxyPPG,papagei,model_faithful,True,per_window_zscore,ridge,ridge,rest-3,7.710740554829589,9.794838969004248,6.559189889964841,19.150475127200615,0.04240282685512368,283,5
GalaxyPPG,papagei,harmonized,True,per_window_zscore,linear,linear,rest-3,7.729741202788802,9.82339727787138,6.259608697099225,19.12854697837393,0.038869257950530034,283,5
GalaxyPPG,papagei,model_faithful,True,per_window_zscore,linear,linear,rest-3,7.729741202788802,9.82339727787138,6.259608697099225,19.12854697837393,0.038869257950530034,283,5
GalaxyPPG,papagei,harmonized,True,per_window_zscore,NA,random_forest,baseline,7.735358618795299,9.287714345586638,7.239729043271495,15.731804483390288,0.0234192037470726,427,5
GalaxyPPG,papagei,model_faithful,True,per_window_zscore,NA,random_forest,baseline,7.735358618795299,9.287714345586638,7.239729043271495,15.731804483390288,0.0234192037470726,427,5
GalaxyPPG,papagei,harmonized,False,per_window_zscore,ridge,ridge,tsst-prep,7.738098154532982,9.353544838010171,7.022810999400001,17.43723631674178,0.011627906976744186,430,5
GalaxyPPG,pulseppg,harmonized,False,per_window_zscore,ridge,ridge,ssst-prep,7.747873390117044,10.12184964678187,6.166595140046098,21.113353300306674,0.07407407407407407,54,5
GalaxyPPG,papagei,harmonized,False,per_window_zscore,ridge,ridge,rest-3,7.772420270599548,10.72195500787977,5.529792861637503,21.432159469527807,0.0636042402826855,283,5
GalaxyPPG,papagei,harmonized,True,per_window_zscore,linear,linear,screen-reading,7.784796917817044,9.848833849505036,6.160395826003512,18.304570024107957,0.037383177570093455,428,5
GalaxyPPG,papagei,model_faithful,True,per_window_zscore,linear,linear,screen-reading,7.784796917817044,9.848833849505036,6.160395826003512,18.304570024107957,0.037383177570093455,428,5
GalaxyPPG,papagei,harmonized,True,per_window_zscore,ridge,ridge,screen-reading,7.7921666231130775,9.910464994937099,6.116111969878126,18.317827864809765,0.03271028037383177,428,5
GalaxyPPG,papagei,model_faithful,True,per_window_zscore,ridge,ridge,screen-reading,7.7921666231130775,9.910464994937099,6.116111969878126,18.317827864809765,0.03271028037383177,428,5
GalaxyPPG,papagei,harmonized,True,per_window_zscore,ridge,ridge,baseline,7.816810619964092,9.63310871309159,7.1401105321835985,17.011307034709215,0.03278688524590164,427,5
GalaxyPPG,papagei,model_faithful,True,per_window_zscore,ridge,ridge,baseline,7.816810619964092,9.63310871309159,7.1401105321835985,17.011307034709215,0.03278688524590164,427,5
GalaxyPPG,papagei,harmonized,False,per_window_zscore,ridge,ridge,screen-reading,7.850165431242905,10.014842122978534,6.059294952601171,18.978630797227382,0.04672897196261682,428,5
GalaxyPPG,pulseppg,harmonized,False,per_window_zscore,ridge,ridge,tsst-speech,7.859729155161463,10.68934917411229,5.808464723760935,21.611615210220467,0.059770114942528735,435,5
GalaxyPPG,papagei,harmonized,True,per_window_zscore,NA,random_forest,rest-2,7.896480811668736,9.403731299529417,7.815044056794179,16.64081095716201,0.014035087719298246,285,5
GalaxyPPG,papagei,model_faithful,True,per_window_zscore,NA,random_forest,rest-2,7.896480811668736,9.403731299529417,7.815044056794179,16.64081095716201,0.014035087719298246,285,5
GalaxyPPG,papagei,harmonized,True,per_window_zscore,linear,linear,baseline,7.901601801094579,9.775806666145797,6.9900625542953065,17.738973721298237,0.03747072599531616,427,5
GalaxyPPG,papagei,model_faithful,True,per_window_zscore,linear,linear,baseline,7.901601801094579,9.775806666145797,6.9900625542953065,17.738973721298237,0.03747072599531616,427,5
GalaxyPPG,papagei,harmonized,True,per_window_zscore,NA,random_forest,tsst-prep,7.949225110584222,9.426986205919977,7.240512174434571,17.0884472610024,0.023255813953488372,430,5
GalaxyPPG,papagei,model_faithful,True,per_window_zscore,NA,random_forest,tsst-prep,7.949225110584222,9.426986205919977,7.240512174434571,17.0884472610024,0.023255813953488372,430,5
